1620,4315,5813,7012,7611,7910,7611,6412,5514,5214,4914,5214,5514,6113,6412,6412,6113,5214,5813,5813,6113,6113,6113,6113,5813,5813,5813,5514,5813,5813,6113,6113,6113,-9165,-14558,-777,11206,18696,20793,17797,11805,5514,721,-1376,-777,1620,5214,7611,9109,9109,7611,6412,5514,4914,4914,5214,5514,6113,6412,6412,6412,6113,6113,5813,5514,5514,1320,-16955,-4372,7611,16898,20493,18696,13603,7012,1919,-1076,-1076,1021,4016,7012,8809,9708,7910,6412,5514,5214,4615,4914,5514,6113,6412,6412,6412,6412,6113,5813,5514,5514,5514,-16356,-8566,3716,14202,19595,19595,15400,9109,3416,-477,-1376,422,3117,6113,8210,9109,8510,7012,5813,4914,4615,4615,4914,5514,6113,6412,6113,6113,5813,5514,5514,5514,5214,-9465,-13360,-178,11206,18396,20194,17198,11206,5214,422,-1376,-777,1919,4914,7611,8809,9109,7311,6113,5214,4615,4615,4914,5214,5813,6412,6412,6113,6113,5813,5514,5514,6113,2518,-14858,-3473,7611,15999,18995,17497,12704,7012,1620,-777,-777,1320,4315,6412,8510,8809,7611,6412,5813,5214,4914,4914,5514,5813,6412,6412,6412,6113,5813,5813,5514,5514,5214,-16356,-8566,3716,14202,19595,19295,15400,9109,3416,-477,-1376,422,2817,6113,8210,9408,8510,7012,6113,5214,4615,4914,5214,5514,6113,6412,6113,6412,5813,5813,5514,5514,5514,-7368,-10963,721,10607,16898,18396,15700,10607,5514,1620,-477,122,2218,5214,7311,8510,8809,7012,6113,5514,4914,4914,5214,5514,5813,6412,6412,6412,6113,5813,5813,5514,5514,1919,-15457,-4072,7311,15999,19295,17797,12704,7012,1919,-477,-777,1320,4016,6712,8809,9109,7611,6412,5514,4914,4615,4914,5514,5514,6412,6412,6412,6113,5813,5514,5514,5514,5514,-16955,-8866,3716,14202,19595,19595,15700,9109,3416,-477,-1376,-178,2817,5813,8210,9408,8510,7012,5813,5214,4615,4914,4914,5514,6113,6412,6412,6412,6113,5813,5514,5514,5514,-9165,-13360,-178,11206,18396,20194,17198,11506,5214,721,-1376,-777,1919,4914,7611,9109,9109,7611,6113,5214,4615,4615,5214,5214,5813,6412,6412,6412,6113,5813,5514,5514,5514,1620,-15757,-4072,7611,15999,19295,18097,13303,7012,2218,-477,-777,1320,4016,6712,8510,9109,7611,6412,5514,4914,4615,4914,5214,5813,6412,6412,6412,6113,5813,5514,5514,5214,5514
-3174,-777,1021,2218,2817,3117,2518,1620,422,122,-178,122,422,721,1320,1620,1021,422,1021,721,1320,1620,1320,1320,1021,1021,721,721,1021,1021,1021,721,1021,-14558,-21449,-6170,6412,14501,17198,13902,7611,422,-4372,-6769,-6170,-3473,-178,2817,4615,4914,3117,1620,422,-178,-477,122,422,1021,1620,1620,1620,1320,1021,721,422,721,-2574,-19951,-8566,2218,11206,14202,13003,8210,2218,-2574,-5271,-5271,-3773,-777,1919,3716,4315,2817,1620,721,122,-178,122,422,721,1320,1320,1620,1320,1021,721,721,721,721,-19951,-12761,-1076,8809,13603,13603,10008,4016,-1376,-4672,-5870,-4672,-1975,1021,3117,4016,3416,1620,721,122,-178,-477,122,721,1021,1320,1320,1320,1021,721,721,422,721,-13360,-18752,-5570,6113,13303,15400,12404,6412,422,-4372,-6469,-5570,-3174,-178,2817,4315,4615,2518,1620,422,-178,-477,-178,422,721,1320,1620,1320,1021,1021,721,422,721,-3174,-22647,-10364,2518,11805,15400,14202,8809,2218,-2874,-6170,-6469,-4372,-1376,1919,3716,4615,3117,1620,721,-178,-477,-178,122,721,1320,1620,1320,1320,1021,721,422,721,422,-20250,-13060,-1076,8510,13902,13902,10008,4016,-1376,-4971,-5870,-4372,-1975,1021,3117,4016,3416,1919,721,422,-178,-178,422,422,1021,1320,1620,1320,1021,721,721,721,422,-12161,-16955,-4971,5514,12404,13902,11206,5813,422,-3773,-5870,-4971,-2874,122,2518,3716,4016,2218,1320,422,-178,-178,122,721,721,1320,1320,1320,1021,721,422,422,721,-2874,-21149,-9165,2518,11206,14801,13303,8510,2218,-2874,-5870,-5870,-4072,-777,1620,3716,4315,2817,1620,721,122,-477,-178,422,721,1021,1320,1320,1021,1021,721,721,721,422,-21449,-14558,-1376,9408,15101,15101,10906,4615,-1376,-5570,-6469,-5271,-2574,1021,3117,4315,3716,2218,1021,422,-477,-477,122,721,1021,1620,1620,1320,1320,721,422,721,721,-13959,-19352,-5870,6113,13902,15999,13003,6712,122,-4672,-6469,-5870,-3174,-178,2817,4315,4615,2518,1320,422,-477,-477,-178,422,1021,1320,1620,1620,1021,721,422,422,422,-2874,-21748,-9765,2218,11206,15101,13603,8510,2218,-2874,-5570,-6170,-4072,-1076,1620,3416,4315,2817,1620,721,-178,-477,-178,122,1021,1320,1320,1320,1320,1021,721,721,422,721
-3773,-477,1021,2218,2817,2817,2218,1320,721,122,-178,-178,422,1021,1320,1320,1021,422,721,1021,1021,1021,1320,1021,1021,721,721,721,1021,1021,1021,1320,1021,-16056,-17554,-4372,7012,13603,15101,11805,6113,-178,-4372,-6469,-5271,-2574,422,2817,4315,4315,2518,1320,422,122,-178,122,422,1021,1620,1620,1620,1320,1021,721,721,721,-6170,-21149,-7967,3716,12404,15700,13603,8210,1919,-3174,-5870,-5870,-3773,-477,2218,4016,4615,2817,1620,721,122,-178,-178,422,1021,1320,1620,1620,1320,1021,1021,721,721,122,-19951,-10663,122,9109,13603,13603,9109,3416,-1676,-4672,-5271,-4072,-1376,1320,3416,4315,3416,1620,1021,422,-178,122,721,721,1320,1320,1620,1620,1320,1021,721,1021,721,-16655,-16356,-3773,7311,13902,15101,11506,6113,-178,-4372,-6170,-4971,-2574,422,3117,4315,4315,2218,1620,422,-178,-178,122,721,1021,1620,1620,1620,1320,1021,1021,721,721,-6170,-20850,-8267,3716,12404,15400,13303,7910,1919,-3174,-6170,-5870,-3773,-777,2218,4016,4615,2817,1620,721,122,-477,-178,422,1021,1320,1620,1620,1320,1320,1021,721,721,422,-19951,-11562,422,9408,13902,13303,9109,3416,-1676,-4971,-5570,-4072,-1376,1620,3416,4016,3416,1919,1021,122,-178,122,422,721,1320,1620,1620,1620,1021,1021,721,721,721,-15457,-15457,-3174,6712,13003,13902,10906,5514,-178,-4072,-5570,-4672,-2275,422,2817,4016,4016,2218,1320,422,122,122,422,721,1320,1620,1620,1620,1320,1021,721,721,721,-5870,-20250,-7668,3716,12105,14801,13003,7611,1620,-3174,-5570,-5570,-3473,-477,2218,4016,4315,2817,1620,721,122,-178,122,422,1021,1320,1620,1620,1320,1320,721,721,721,422,-19651,-10963,422,9109,13603,13003,8809,3416,-1676,-4672,-5271,-3773,-1376,1320,3416,4016,3416,1919,721,422,122,-178,422,721,1320,1620,1620,1320,1021,721,721,721,721,-17854,-17854,-4072,7611,14801,15999,12404,6412,-178,-4672,-6769,-5570,-2874,422,3117,4315,4615,2518,1320,422,-178,-178,122,721,1320,1620,1620,1620,1320,721,721,422,422,-6170,-21449,-8267,3716,12404,15400,13303,8210,1620,-3473,-5870,-5870,-3773,-777,2218,4016,4315,2817,1620,422,-178,-777,-477,122,721,1021,1320,1320,1320,1021,721,422,422,422
-2275,-477,1320,2518,2817,2518,1620,1320,422,-178,-178,122,422,1021,1320,1320,422,422,721,721,1021,1320,1021,721,721,721,721,721,721,1021,1021,1021,422,-23546,-15157,-1076,10607,16599,16299,11206,4615,-1975,-6170,-7068,-5570,-2275,1320,3716,4914,4016,2218,1021,-178,-777,-477,122,721,1021,1620,1620,1620,1021,721,721,422,721,-16356,-17554,-4672,6712,13902,15400,12105,5813,-477,-4672,-6469,-5570,-2874,422,2817,4315,4016,2218,1320,422,-178,-178,122,422,1021,1320,1620,1320,1021,721,422,422,422,-4672,-18752,-7668,3117,10906,13603,11805,7311,1620,-2874,-5271,-5271,-3174,-777,1919,3716,4016,2518,1320,422,-178,-178,-178,422,721,1021,1320,1320,1021,1021,721,721,422,422,-21149,-12161,-477,9408,14501,13902,9408,3416,-1975,-5271,-5870,-4372,-1676,1021,3416,4315,3416,1919,721,122,-178,-178,422,721,1021,1320,1620,1620,1021,721,422,422,721,-16655,-17554,-4372,7012,13902,15400,11805,6113,-178,-4672,-6469,-5570,-2874,122,2817,4315,4315,2218,1320,422,-477,-477,-178,422,1021,1320,1320,1320,1021,721,422,422,422,-4971,-19951,-7967,3117,11206,14202,12404,7611,1620,-3174,-5570,-5570,-3773,-777,1919,3416,3716,2518,1320,422,-178,-777,-178,-178,422,1021,1021,1320,1021,721,422,422,422,422,-19352,-11263,-477,8510,13003,12404,8809,3117,-1975,-4971,-5570,-4372,-1676,721,2817,3716,2817,1620,721,122,-178,-178,422,721,1021,1320,1320,1320,1021,721,422,422,721,-16356,-16955,-4372,6712,13303,14801,11506,5813,-477,-4672,-6469,-5570,-2874,122,2518,4016,4016,1919,1021,422,-178,-477,-178,422,721,1320,1320,1320,1021,721,422,422,422,-5271,-21149,-8566,3416,11805,15101,13003,7910,1620,-3174,-5870,-6170,-3773,-777,1919,3716,4016,2518,1320,422,-178,-477,-178,422,721,1021,1320,1320,1021,721,721,422,422,122,-23246,-13360,-477,10008,15400,15101,10307,4016,-1975,-5870,-6769,-4971,-1975,1320,3416,4315,3416,1919,1021,-178,-477,-477,122,721,1021,1320,1320,1320,1021,1021,422,721,422,-16356,-17854,-4672,6712,13902,15101,11805,6113,-178,-4672,-6769,-5570,-3174,122,2817,4016,4016,2218,1320,422,-477,-477,-178,422,1021,1021,1320,1320,1021,721,422,422,422,-178
-777,422,1919,2817,3117,2817,1919,721,122,-178,-178,422,1021,1320,1620,1620,422,721,1021,1320,1320,1320,1620,1021,1021,1021,721,1021,1021,1021,1021,1320,-6170,-22048,-9465,3416,12704,16299,14501,8809,2218,-3174,-6170,-6170,-4072,-477,2518,4615,4914,3117,1919,1021,122,-178,-178,422,1021,1320,1620,1620,1620,1320,1021,721,422,422,-22048,-12461,122,10307,15101,14801,10307,4016,-1676,-5570,-5870,-4372,-1676,1620,3716,4315,3716,1919,1320,422,-178,-178,422,1021,1320,1620,1620,1320,1320,1320,721,721,721,-16655,-16955,-4072,7311,14202,15400,12105,6113,-178,-4372,-6170,-5271,-2574,422,3117,4615,4315,2518,1320,422,122,-178,422,721,1320,1620,1620,1620,1320,1021,721,721,721,-5271,-19651,-7368,3716,11506,14801,12404,7611,1919,-2874,-5271,-5271,-3174,-477,2218,4016,4315,2817,1620,721,422,-178,122,422,1021,1320,1320,1620,1620,1320,721,721,721,122,-22348,-12461,122,10307,15101,14801,10307,3716,-1975,-5570,-6170,-4672,-1975,1320,3416,4315,3416,1620,721,-178,-477,-178,-178,422,1021,1320,1620,1320,1021,721,721,422,422,-16056,-16356,-4072,6712,13303,14801,11506,5514,-477,-4372,-6170,-5271,-2874,122,2817,4016,4016,1919,1320,422,-178,-178,122,422,1021,1320,1320,1320,1320,721,721,422,721,-5570,-19352,-7668,3416,11206,14202,12404,7611,1620,-3174,-5570,-5271,-3473,-477,1919,3716,4016,2518,1620,721,-178,-178,-178,422,721,1320,1620,1320,1021,1021,721,721,422,122,-22947,-13060,-178,10307,15400,15101,10307,4016,-1975,-5570,-6469,-4672,-1975,1320,3716,4615,3416,1919,1021,-178,-178,-477,122,721,1320,1320,1620,1320,1021,1021,721,721,721,-16655,-17255,-4072,7012,13902,15101,11805,6113,-178,-4672,-6469,-5570,-2874,422,2817,4315,4016,2218,1320,422,-178,-178,422,721,1021,1320,1620,1320,1320,1021,721,721,721,-6469,-22048,-8566,3716,12704,15999,13902,8210,1620,-3773,-6469,-6170,-4072,-777,2218,4315,4615,2817,1620,422,-178,-477,-178,422,721,1320,1620,1320,1320,1021,721,422,721,422,-22947,-12761,-178,10307,15700,14801,10307,4016,-1975,-5570,-6469,-4971,-1676,1320,3416,4615,3716,1919,1021,-178,-477,-178,122,721,1021,1620,1620,1320,1320,721,721,422,422,-477
-1376,-178,1620,2817,2817,2518,1620,1021,422,122,-178,422,721,1320,1620,1620,422,721,1320,1320,1620,1320,1320,1320,1021,1021,1021,1021,1021,1021,1021,1320,-1076,-21449,-11263,1021,11506,15700,14501,9408,3117,-2275,-5570,-6170,-4072,-1076,1919,4016,4615,3416,1919,1021,122,-178,-178,422,1021,1620,1620,1620,1620,1021,1021,1021,721,1021,-18752,-13959,-1676,8210,13902,14202,10607,4914,-777,-4372,-5570,-4372,-1975,1320,3117,4016,3716,2218,1320,422,122,-178,422,721,1320,1620,1620,1620,1320,1021,1021,721,721,-10663,-18453,-5570,5514,12704,14801,12404,6712,1021,-3773,-5570,-5271,-2874,122,2518,4315,4315,2817,1620,721,422,122,422,721,1320,1620,1919,1620,1320,1021,721,721,721,-1076,-19951,-9165,1919,10307,13902,12704,8510,2817,-1975,-4672,-5271,-3473,-777,1919,3416,4315,3117,1620,1021,422,-178,122,422,1021,1320,1620,1620,1320,1320,1021,721,1021,1021,-20250,-14558,-1975,8809,14801,15101,11206,4914,-777,-4672,-6170,-4971,-1975,1021,3416,4615,4016,2218,1320,422,-178,-178,122,1021,1620,1620,1919,1620,1320,1320,1021,721,721,-10364,-18153,-5570,5214,12704,14801,12105,6712,1021,-3773,-5570,-5271,-2874,122,2817,4315,4315,2518,1620,721,422,-178,422,721,1320,1620,1620,1620,1320,1021,1021,1021,721,-1376,-22048,-10364,1919,11206,15101,14202,9109,2817,-2574,-5570,-5870,-4072,-1076,1620,3716,4615,3117,1919,1021,-178,-178,-178,-178,721,1320,1320,1620,1320,1021,721,1021,721,721,-17854,-13060,-1676,7611,13003,13303,9708,4315,-777,-4372,-5271,-4372,-1975,721,2817,4016,3416,1620,1021,422,-178,-178,422,721,1021,1320,1320,1320,1021,721,721,721,721,-10364,-17854,-5570,5214,12404,14202,11805,6412,721,-3773,-5570,-4971,-3174,-178,2518,4016,4016,2218,1620,422,122,-178,422,422,1021,1320,1620,1620,1320,1021,721,721,721,-1376,-20850,-9765,1919,10607,14202,13003,8510,2817,-2574,-5271,-5570,-3773,-1076,1620,3716,4315,3117,1620,721,122,-178,-178,422,721,1320,1620,1320,1021,1021,721,721,422,721,-20250,-15157,-1975,8510,14501,15101,11206,5214,-777,-4971,-6469,-5271,-2275,721,3117,4315,3716,1919,1021,422,-477,-477,122,721,1320,1620,1620,1620,1021,1021,721,721,721,-178
-1975,-178,1620,2817,3416,2817,1919,1320,721,-178,122,422,1021,1320,1620,1320,721,721,1021,1320,1620,1620,1320,1320,1021,1021,1021,1021,1021,1021,1320,1320,721,-20850,-13659,-777,9408,15400,15101,10906,4615,-1376,-5271,-5870,-4372,-1676,1620,3716,4615,4016,2218,1620,422,-178,-178,422,721,1320,1620,1620,1620,1021,1021,721,1021,1021,-12761,-14558,-3473,6113,12105,13303,10906,5514,122,-3773,-4971,-4372,-1975,721,2817,4016,4016,2218,1320,721,422,422,422,721,1320,1620,1620,1620,1320,1320,1021,1021,1021,-4372,-19951,-7967,3117,11506,14801,13003,7910,1919,-2874,-5271,-5271,-3473,-477,2218,3716,4315,2817,1620,721,122,122,122,422,1021,1320,1620,1320,1320,1021,1021,422,422,422,-21748,-12761,-178,9408,14801,14501,10307,4016,-1676,-5271,-6170,-4372,-1676,1320,3416,4315,3416,1919,1021,122,-477,-477,122,721,1021,1320,1620,1620,1320,721,721,721,721,-14858,-16356,-4372,6412,13003,14801,11506,5813,-178,-4072,-5870,-4971,-2574,122,2817,4016,4315,2218,1320,422,122,-178,422,721,1320,1620,1620,1620,1021,1021,721,721,721,-4372,-19052,-7668,3117,11206,13902,12404,7611,1919,-2874,-5271,-5271,-3174,-777,1919,3716,4315,2817,1620,1021,422,-178,122,721,1021,1620,1620,1620,1320,1320,1021,721,721,422,-21449,-12761,-477,9708,14801,14501,10008,4016,-1676,-5271,-5870,-4672,-1676,1320,3416,4315,3716,1919,1021,122,-178,-178,422,721,1320,1320,1620,1320,1021,1021,721,721,721,-15157,-16955,-4372,6712,13603,15101,11805,6113,122,-4372,-6170,-5271,-2574,422,2817,4016,4315,2218,1620,422,-178,-178,122,721,1021,1320,1620,1620,1320,1021,1021,721,422,-4372,-19951,-7967,3117,11206,14501,13003,7910,1919,-2874,-5570,-5570,-3473,-777,2218,3716,4315,2817,1620,721,122,-178,122,422,1021,1320,1320,1320,1021,1021,721,721,721,422,-23246,-13959,-477,10307,15700,15700,10906,4315,-1975,-5570,-6769,-4971,-1975,1320,3716,4615,3716,2218,1021,422,-477,-477,122,721,1021,1620,1320,1620,1021,1021,721,422,721,-16356,-19352,-4971,7311,14801,16299,13003,6712,422,-4672,-6769,-5870,-3174,122,3117,4615,4615,2518,1320,422,-477,-178,122,422,1320,1320,1620,1320,1320,1021,721,721,422,122
-1376,-178,1620,2817,3117,2518,1620,721,422,-178,-178,422,721,1320,1320,1320,422,721,721,1021,1320,1021,1021,1320,721,721,721,721,1021,1021,1021,1021,-2874,-22048,-10963,1919,11805,15999,14202,9109,2817,-2874,-6170,-6469,-4072,-1376,1919,4016,4914,3117,1919,1021,-178,-178,-178,422,721,1320,1620,1620,1320,1021,1021,721,721,721,-21449,-14259,-1376,9109,15101,15101,11206,4615,-1076,-4971,-6170,-4971,-1975,1320,3416,4615,3716,1919,1320,422,-477,-477,122,721,1021,1620,1620,1320,1320,1021,721,721,1021,-12161,-17255,-4971,5514,12404,14202,11506,6113,422,-3773,-5570,-5271,-2874,122,2518,3716,4016,2218,1320,721,122,-178,422,721,1021,1620,1620,1320,1620,1021,1021,721,422,-2574,-20250,-8866,2518,10906,14501,12704,8210,2518,-2574,-5271,-5570,-3773,-777,1919,3716,4016,2817,1620,721,422,-178,422,422,1021,1320,1620,1620,1320,1021,721,721,721,721,-21449,-14259,-1376,9408,15101,15101,10906,4914,-1376,-5271,-6469,-4971,-1975,1021,3416,4315,4016,1919,1320,122,-477,-477,422,422,1320,1320,1320,1320,1021,721,721,422,721,-11263,-16356,-4672,5214,11805,13603,11206,6113,422,-3773,-5570,-4971,-2574,122,2518,4016,4016,2218,1320,721,422,122,422,721,1021,1320,1620,1320,1320,1021,1021,721,721,-2574,-21449,-9465,2218,11206,14801,13603,8510,2218,-2874,-5570,-6170,-4072,-777,1919,3716,4315,3117,1620,721,-178,-477,-178,122,1021,1320,1320,1320,1021,721,422,422,422,422,-17554,-11562,-1076,7611,12404,12105,8809,3716,-1076,-4072,-5271,-4072,-1676,721,2817,3416,3117,1620,721,422,-178,122,422,422,1021,1021,1320,1320,1021,721,721,721,721,-13060,-18453,-5570,5813,13303,15101,12105,6412,422,-4372,-6170,-5570,-3174,-178,2518,3716,4315,2218,1620,422,-178,-477,-178,422,1021,1320,1620,1620,1021,1021,721,422,422,-2874,-22048,-9765,2218,11506,15101,13603,8510,2218,-2874,-6170,-5870,-4072,-777,1919,3716,4315,2817,1620,721,-178,-178,-178,422,721,1021,1320,1320,1320,721,721,721,422,422,-19951,-13659,-1376,8510,13603,14202,10008,4615,-1076,-4971,-5870,-4672,-1975,1021,3117,4016,3416,1919,1021,422,-178,-178,422,422,1021,1320,1320,1320,1021,721,422,422,721,-477
-2574,122,1620,2518,3416,2817,2218,1320,721,122,122,422,721,1021,1620,1620,721,721,1021,1320,1320,1620,1620,1320,1320,1021,721,1021,1021,1021,1021,1320,1021,-20550,-14858,-1676,9109,15101,15101,11206,5214,-777,-4971,-6170,-4672,-1975,1320,3716,4615,4016,2518,1320,422,-178,-178,422,721,1320,1620,1620,1620,1620,1320,721,721,721,-12161,-17255,-4672,6113,13003,15101,12105,6412,721,-3773,-5870,-5271,-2574,422,2817,4315,4315,2518,1620,721,422,-178,122,721,1320,1620,1620,1620,1620,1320,1021,721,1021,-2574,-21149,-9165,2817,11805,15400,13902,8809,2518,-2574,-5870,-5570,-3773,-777,1919,4016,4615,3416,1919,1021,122,-178,422,721,1021,1620,1620,1620,1620,1320,1021,721,1021,721,-20250,-13360,-1076,9109,14501,14801,10906,4615,-1076,-4672,-5870,-4372,-1676,1620,3716,4615,4016,2218,1320,422,-178,122,422,1021,1320,1620,1620,1620,1320,721,721,721,721,-13060,-18453,-5570,6113,13303,15400,12404,6712,422,-4072,-6170,-5570,-3174,-178,2817,4315,4016,2218,1320,422,-178,-178,122,721,1320,1620,1320,1620,1021,1021,721,721,721,-2874,-21149,-9165,2518,11206,14801,13303,8210,2518,-2874,-5570,-5870,-3773,-777,1620,4016,4315,3117,1620,721,122,-178,122,422,1021,1320,1620,1620,1320,1021,1021,422,422,422,-19951,-12761,-1376,8510,13902,14202,10307,4315,-1076,-4672,-5570,-4372,-1676,1320,3117,4016,3716,1919,1021,122,-178,-178,122,721,1320,1620,1620,1320,1320,1021,721,422,721,-12761,-17854,-5271,6113,13003,14801,12105,6712,422,-3773,-5870,-5271,-2874,122,2518,4315,4315,2518,1320,721,-178,-178,122,422,1021,1320,1620,1620,1320,1021,1021,1021,422,-1975,-19052,-8267,2218,10307,13303,12105,7611,2218,-2275,-4971,-4971,-3473,-777,1620,3416,4016,2518,1620,1021,422,-178,422,422,1021,1320,1620,1620,1620,1021,721,721,721,721,-22947,-15457,-1676,10008,15999,15999,11506,4914,-1376,-5570,-6769,-5271,-1975,1021,3716,4615,4315,2218,1021,122,-477,-477,122,721,1320,1620,1620,1620,1021,1021,721,721,721,-12161,-17554,-5271,6113,13003,14801,12105,6412,422,-3773,-5870,-5271,-2874,122,2518,4016,4016,2218,1320,721,-178,-178,-178,721,1021,1620,1620,1620,1320,1021,721,721,721,422
-2874,-178,1320,2518,3117,2817,1919,1320,422,-178,-477,122,422,1021,1320,1320,422,422,1021,1320,1320,1320,1320,1021,1021,1021,721,721,1021,721,721,1021,1021,-22048,-15757,-1975,9109,15700,15999,11506,5214,-1376,-5570,-6769,-5570,-2275,1021,3416,4615,4016,2218,1021,422,-178,-477,122,422,1320,1620,1320,1320,1021,721,422,422,422,-12761,-17255,-5271,5813,12704,14501,11506,6113,422,-4372,-5870,-5271,-2874,-178,2518,4016,3716,2218,1021,122,-477,-477,-178,422,721,1320,1320,1021,1021,721,422,422,422,-2574,-20850,-8866,2218,10906,14202,12704,7910,1919,-2874,-5570,-5870,-4072,-1076,1620,3416,4016,2817,1320,422,-178,-477,-178,122,721,1320,1021,1320,1320,1021,422,422,721,422,-20850,-13959,-1676,8809,13902,14501,10008,4315,-1376,-4971,-6170,-4971,-1975,1021,3416,4315,3716,1919,1021,122,-477,-477,122,721,1021,1320,1320,1320,1021,721,422,422,422,-12761,-17854,-5271,5514,12704,14801,12105,6412,122,-4072,-6170,-5570,-2874,122,2518,4016,4016,2218,1320,422,-178,-178,122,422,721,1320,1320,1320,1021,1021,721,721,422,-3174,-23546,-10364,2518,12105,15999,14501,9109,2218,-3174,-6469,-6769,-4372,-1376,1919,3716,4615,3117,1919,422,-178,-477,-178,-178,721,1320,1320,1620,1320,1021,721,422,422,422,-19052,-12461,-1076,8210,13303,13003,9408,4016,-1376,-4672,-5570,-4372,-1676,1021,2817,3716,3117,1620,721,422,-178,-178,422,721,1021,1320,1320,1021,1021,721,422,422,721,-12461,-17554,-5271,5514,12704,14501,11805,6113,422,-4072,-5870,-5271,-2874,122,2218,3716,4016,1919,1320,422,-178,-178,122,422,1021,1021,1320,1620,1021,721,721,721,422,-2874,-20250,-8866,2218,10906,14202,12704,7910,1919,-2874,-5570,-5570,-3773,-1076,1620,3416,4016,2518,1620,422,122,-178,-178,422,721,1021,1320,1620,1320,1021,721,422,422,422,-23246,-15457,-1676,9408,15700,15999,11506,4615,-1676,-5870,-6769,-5570,-2275,1021,3416,4615,4016,2218,1021,-178,-477,-477,-178,422,1021,1620,1320,1320,1021,721,422,422,422,-14558,-21149,-6469,6412,14801,16898,13902,7311,422,-4672,-7068,-6469,-3473,-178,2518,4315,4615,2518,1320,422,-477,-477,-477,422,1021,1320,1620,1620,1021,1021,721,721,422,122
